0	0.0558613099
1	0.0565492570
2	0.0576499725
3	0.0580627408
4	0.0586130985
5	0.0593010457
6	0.0598514034
7	0.0604017611
8	0.0613648872
9	0.0616400660
10	0.0626031921
11	0.0637039075
12	0.0648046230
13	0.0656301596
14	0.0670060539
15	0.0675564117
16	0.0687947166
17	0.0697578426
18	0.0711337369
19	0.0715465052
20	0.0722344524
21	0.0733351679
22	0.0748486516
23	0.0758117777
24	0.0771876720
25	0.0776004403
26	0.0782883875
27	0.0792515135
28	0.0798018712
29	0.0806274078
30	0.0815905338
31	0.0824160704
32	0.0835167859
33	0.0847550908
34	0.0853054485
35	0.0861309851
36	0.0869565217
37	0.0879196478
38	0.0887451844
39	0.0897083104
40	0.0908090259
41	0.0912217942
42	0.0924600991
43	0.0930104568
44	0.0938359934
45	0.0952118877
46	0.0961750138
47	0.0971381398
48	0.0982388553
49	0.0992019813
50	0.0996147496
51	0.1005778756
52	0.1014034122
53	0.1019537700
54	0.1031920748
55	0.1042927903
56	0.1049807375
57	0.1055310952
58	0.1062190424
59	0.1074573473
60	0.1080077050
61	0.1089708310
62	0.1100715465
63	0.1108970831
64	0.1117226197
65	0.1125481563
66	0.1129609246
67	0.1140616401
68	0.1151623555
69	0.1158503027
70	0.1170886076
71	0.1181893231
72	0.1201155751
73	0.1216290589
74	0.1228673638
75	0.1238304898
76	0.1242432581
77	0.1246560264
78	0.1254815630
79	0.1260319207
80	0.1265822785
81	0.1271326362
82	0.1279581728
83	0.1289212988
84	0.1301596037
85	0.1307099615
86	0.1315354981
87	0.1322234452
88	0.1327738030
89	0.1330489818
90	0.1337369290
91	0.1345624656
92	0.1351128233
93	0.1356631811
94	0.1360759494
95	0.1371766648
96	0.1377270226
97	0.1391029169
98	0.1397908641
99	0.1402036324
100	0.1413043478
101	0.1421298844
102	0.1430930105
103	0.1437809576
104	0.1452944414
105	0.1465327463
106	0.1473582829
107	0.1477710512
108	0.1484589983
109	0.1492845349
110	0.1499724821
111	0.1503852504
112	0.1505228398
113	0.1510731976
114	0.1514859659
115	0.1521739130
116	0.1527242708
117	0.1534122179
118	0.1545129334
119	0.1553384700
120	0.1564391855
121	0.1571271326
122	0.1578150798
123	0.1590533847
124	0.1594661530
125	0.1601541002
126	0.1607044579
127	0.1622179417
128	0.1630434783
129	0.1634562466
130	0.1645569620
131	0.1656576775
132	0.1671711613
133	0.1675839296
134	0.1684094662
135	0.1696477711
136	0.1701981288
137	0.1711612548
138	0.1723995597
139	0.1729499174
140	0.1739130435
141	0.1747385801
142	0.1754265272
143	0.1762520638
144	0.1772151899
145	0.1774903687
146	0.1781783159
147	0.1790038525
148	0.1795542102
149	0.1805173363
150	0.1812052834
151	0.1820308200
152	0.1832691249
153	0.1834067144
154	0.1847826087
155	0.1854705559
156	0.1864336819
157	0.1868464502
158	0.1873968079
159	0.1878095762
160	0.1883599340
161	0.1891854706
162	0.1902861860
163	0.1909741332
164	0.1919372592
165	0.1926252064
166	0.1931755641
167	0.1938635113
168	0.1952394056
169	0.1975784260
170	0.1988167309
171	0.2001926252
172	0.2011557512
173	0.2039075399
174	0.2044578976
175	0.2059713814
176	0.2103742433
177	0.2116125482
178	0.2127132636
179	0.2138139791
180	0.2143643368
181	0.2149146946
182	0.2161529994
183	0.2167033572
184	0.2172537149
185	0.2179416621
186	0.2186296092
187	0.2202806824
188	0.2209686296
189	0.2216565768
190	0.2223445239
191	0.2228948817
192	0.2234452394
193	0.2241331866
194	0.2242707760
195	0.2253714915
196	0.2261970281
197	0.2268849752
198	0.2277105118
199	0.2285360484
200	0.2294991745
201	0.2307374794
202	0.2312878371
203	0.2318381948
204	0.2329389103
205	0.2336268575
206	0.2347275729
207	0.2384424876
208	0.2391304348
209	0.2418822234
210	0.2429829389
211	0.2450467804
212	0.2466978536
213	0.2484865162
214	0.2533021464
215	0.2538525041
216	0.2549532196
217	0.2647220693
218	0.2660979637
219	0.2669235003
220	0.2682993946
221	0.2702256467
222	0.2721518987
223	0.2732526142
224	0.2795817281
225	0.2805448542
226	0.2810952119
227	0.2823335168
228	0.2828838745
229	0.2842597688
230	0.2852228949
231	0.2870115575
232	0.2885250413
233	0.2900385250
234	0.2911392405
235	0.2916895982
236	0.2929279031
237	0.2941662080
238	0.2958172812
239	0.2971931756
240	0.2980187122
241	0.2996697854
242	0.3017336269
243	0.3032471106
244	0.3050357733
245	0.3070996147
246	0.3087506879
247	0.3097138140
248	0.3110897083
249	0.3123280132
250	0.3138414970
251	0.3149422124
252	0.3163181068
253	0.3181067694
254	0.3193450743
255	0.3207209686
256	0.3225096313
257	0.3237479362
258	0.3244358833
259	0.3255365988
260	0.3262245460
261	0.3273252614
262	0.3287011558
263	0.3296642818
264	0.3309025867
265	0.3320033021
266	0.3335167859
267	0.3340671436
268	0.3344799119
269	0.3353054485
270	0.3366813429
271	0.3380572372
272	0.3392955421
273	0.3399834893
274	0.3416345625
275	0.3428728674
276	0.3436984040
277	0.3450742983
278	0.3457622455
279	0.3470005504
280	0.3483764447
281	0.3490643919
282	0.3503026968
283	0.3518161805
284	0.3540176114
285	0.3547055586
286	0.3556686846
287	0.3567694001
288	0.3573197578
289	0.3585580627
290	0.3600715465
291	0.3610346725
292	0.3615850303
293	0.3630985140
294	0.3639240506
295	0.3650247661
296	0.3661254816
297	0.3669510182
298	0.3676389653
299	0.3688772702
300	0.3697028068
301	0.3703907540
302	0.3709411117
303	0.3713538800
304	0.3724545955
305	0.3728673638
306	0.3738304898
307	0.3745184370
308	0.3754815630
309	0.3758943313
310	0.3765822785
311	0.3774078151
312	0.3787837094
313	0.3800220143
314	0.3809851403
315	0.3815354981
316	0.3820858558
317	0.3830489818
318	0.3833241607
319	0.3837369290
320	0.3852504128
321	0.3860759494
322	0.3874518437
323	0.3888277380
324	0.3895156852
325	0.3900660429
326	0.3907539901
327	0.3917171161
328	0.3925426527
329	0.3933681893
330	0.3941937259
331	0.3947440837
332	0.3950192625
333	0.3955696203
334	0.3961199780
335	0.3969455146
336	0.3973582829
337	0.3987341772
338	0.3994221244
339	0.3999724821
340	0.4013483764
341	0.4025866813
342	0.4028618602
343	0.4034122179
344	0.4041001651
345	0.4056136489
346	0.4064391855
347	0.4072647221
348	0.4082278481
349	0.4091909741
350	0.4102916896
351	0.4113924051
352	0.4123555311
353	0.4130434783
354	0.4133186571
355	0.4137314254
356	0.4148321409
357	0.4152449092
358	0.4159328564
359	0.4170335718
360	0.4181342873
361	0.4192350028
362	0.4204733076
363	0.4211612548
364	0.4221243808
365	0.4228123280
366	0.4239130435
367	0.4248761695
368	0.4259768850
369	0.4269400110
370	0.4287286736
371	0.4295542102
372	0.4299669785
373	0.4306549257
374	0.4313428729
375	0.4321684095
376	0.4338194827
377	0.4342322510
378	0.4347826087
379	0.4350577876
380	0.4362960925
381	0.4367088608
382	0.4373968079
383	0.4378095762
384	0.4379471657
385	0.4382223445
386	0.4387727023
387	0.4394606494
388	0.4401485966
389	0.4412493121
390	0.4420748487
391	0.4430379747
392	0.4438635113
393	0.4449642267
394	0.4455145845
395	0.4459273528
396	0.4470280682
397	0.4477160154
398	0.4486791414
399	0.4496422675
400	0.4506053935
401	0.4515685195
402	0.4519812878
403	0.4526692350
404	0.4530820033
405	0.4547330765
406	0.4554210237
407	0.4556962025
408	0.4565217391
409	0.4569345074
410	0.4577600440
411	0.4583104018
412	0.4589983489
413	0.4598238855
414	0.4605118327
415	0.4611997799
416	0.4620253165
417	0.4632636214
418	0.4638139791
419	0.4645019263
420	0.4651898734
421	0.4657402312
422	0.4669785360
423	0.4676664832
424	0.4680792515
425	0.4693175564
426	0.4698679141
427	0.4702806824
428	0.4704182719
429	0.4715189873
430	0.4723445239
431	0.4735828288
432	0.4742707760
433	0.4748211337
434	0.4755090809
435	0.4761970281
436	0.4766097964
437	0.4770225647
438	0.4772977435
439	0.4775729224
440	0.4782608696
441	0.4788112273
442	0.4793615850
443	0.4799119428
444	0.4807374794
445	0.4811502477
446	0.4817006054
447	0.4825261420
448	0.4829389103
449	0.4833516786
450	0.4843148046
451	0.4848651624
452	0.4851403412
453	0.4855531095
454	0.4863786461
455	0.4867914144
456	0.4874793616
457	0.4881673088
458	0.4888552559
459	0.4898183819
460	0.4903687397
461	0.4909190974
462	0.4916070446
463	0.4924325812
464	0.4928453495
465	0.4940836544
466	0.4946340121
467	0.4953219593
468	0.4958723170
469	0.4962850853
470	0.4969730325
471	0.4975233902
472	0.4979361585
473	0.4983489268
474	0.5001375894
475	0.5006879472
476	0.5012383049
477	0.5019262521
478	0.5023390204
479	0.5027517887
480	0.5031645570
481	0.5037149147
482	0.5048156302
483	0.5055035773
484	0.5059163456
485	0.5070170611
486	0.5079801871
487	0.5090809026
488	0.5097688498
489	0.5105943864
490	0.5108695652
491	0.5115575124
492	0.5122454595
493	0.5125206384
494	0.5133461750
495	0.5143093010
496	0.5148596588
497	0.5154100165
498	0.5166483214
499	0.5174738580
500	0.5184369840
501	0.5191249312
502	0.5200880572
503	0.5206384150
504	0.5217391304
505	0.5225646670
506	0.5236653825
507	0.5246285085
508	0.5253164557
509	0.5265547606
510	0.5273802972
511	0.5282058338
512	0.5287561915
513	0.5293065493
514	0.5299944964
515	0.5304072647
516	0.5309576225
517	0.5315079802
518	0.5327462851
519	0.5335718217
520	0.5342597688
521	0.5346725371
522	0.5352228949
523	0.5359108420
524	0.5378370941
525	0.5383874518
526	0.5386626307
527	0.5397633462
528	0.5404512933
529	0.5410016511
530	0.5423775454
531	0.5427903137
532	0.5433406714
533	0.5436158503
534	0.5443037975
535	0.5452669235
536	0.5456796918
537	0.5463676390
538	0.5466428178
539	0.5471931756
540	0.5476059439
541	0.5487066593
542	0.5491194276
543	0.5506329114
544	0.5509080903
545	0.5511832691
546	0.5515960374
547	0.5520088057
548	0.5525591635
549	0.5528343423
550	0.5533847001
551	0.5540726472
552	0.5546230050
553	0.5548981838
554	0.5550357733
555	0.5561364887
556	0.5570996147
557	0.5573747936
558	0.5577875619
559	0.5579251513
560	0.5584755091
561	0.5593010457
562	0.5606769400
563	0.5616400660
564	0.5628783709
565	0.5637039075
566	0.5642542653
567	0.5648046230
568	0.5654925702
569	0.5665932856
570	0.5681067694
571	0.5686571271
572	0.5690698954
573	0.5693450743
574	0.5700330215
575	0.5708585581
576	0.5712713264
577	0.5718216841
578	0.5726472207
579	0.5730599890
580	0.5736103467
581	0.5738855256
582	0.5745734728
583	0.5776004403
584	0.5780132086
